V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,Signal
153.001,65.06,122.545,69.783,3.019,215.73,-2.137,3.26,19.59,220.325,4.325,-1.402,0.287,23.762,-0.693,-0.083,102.76,-2.06,2.877,10.981,-0.769,326.452,53.056,-1.884,0.456,40.747,1.134,-1.561,93.804,0
98.676,31.406,71.438,4.648,3.154,162.651,-0.332,3.304,37.901,126.864,1.134,-1.414,0.164,28.967,0.459,-2.639,32.847,-0.651,0.473,8.164,3.039,294.798,33.078,-0.109,-2.731,31.971,3.045,1.486,65.049,1
122.005,0.883,69.785,73.957,4.42,909.934,-4.411,2.637,4.118,279.41,1.361,1.032,0.284,29.515,1.142,1.304,40.178,1.793,-1.251,56.302,-1.233,291.536,140.38,1.523,2.415,69.337,-2.897,-0.398,209.717,1
125.028,85.47,65.273,106.288,0.364,94.762,0.104,1.777,3.143,226.669,1.858,1.103,0,30.144,2.015,-1.848,56.015,1.515,-0.143,63.685,-1.738,230.479,101.374,-0.552,2.321,39.136,-0.188,0.722,140.51,0
128.029,155.982,110.027,102.07,3.786,388.585,-3.584,2.233,23.851,342.457,6.263,-1.36,0.533,24.437,-1.382,-1.692,153.045,-1.48,0.538,43.382,3.092,279.839,93.387,-1.872,-3.113,36.912,1.914,-1.784,164.975,0
113.055,31.143,75.049,60.823,3.989,419.908,-3.025,2.862,36.597,196.054,1.631,1.404,0.827,29.627,0.203,2.939,48.328,0.106,0.078,40.096,0.801,335.257,77.679,-1.018,-1.615,40.42,2.97,1.745,118.099,0
100.053,41.796,57.831,69.408,0.315,85.006,8.137,2.643,88.842,184.943,0.819,1.413,0,32.791,0.776,-0.302,26.842,0.55,2.331,55.104,1.182,291.459,45.393,-2.699,1.093,43.153,-3.015,-1.301,125.31,0
124.644,62.299,94.688,41.413,1.976,390.089,-0.938,2.814,1.614,348.078,2.264,-1.411,0.93,28.128,-0.621,1.166,63.686,0.462,-1.431,29.487,-3.035,365.211,139.701,-0.793,0.469,116.564,1.183,-2.957,256.264,0
128.61,9.05,71.342,137.011,2.673,335.286,-0.937,2.102,2.701,264.315,2.22,1.13,0.07,23.068,-0.148,-0.454,51.209,1.257,1.109,82.007,0.97,324.808,134.09,0.415,-2.688,55.948,-2.258,-0.934,190.038,1
128.903,55.704,94.879,55.816,0.419,123.878,0.34,2.885,18.517,249.621,2.468,-1.392,0,25.814,-1.707,-1.876,63.709,-0.464,1.803,34.905,0.54,391.551,68.806,0.411,-0.395,59.017,0.829,-2.842,160.098,1
125.132,35.642,82.677,89.317,2.538,191.963,0.989,2.116,6.215,202.486,0.585,1.383,0.985,55.427,-0.668,0.435,32.402,-1.767,2.243,32.107,1.073,252.683,75.32,-0.343,-1.735,39.338,-2.882,-3.09,114.658,1
217.671,76.784,113.015,61.951,1.69,114.449,2.46,3.138,61.871,157.656,1.736,1.131,0.101,26.04,1.759,-0.429,45.216,-0.503,-2.602,44.687,-0.555,187.181,43.661,-2.626,-0.477,42.738,-0.937,1.848,86.399,1
96.693,0.13,53.646,113.94,3.758,374.496,-3.523,2.041,22.264,187.595,2.322,0.998,0.406,20.6,-2.029,-2.802,47.826,-1.875,1.446,73.863,1.444,267.46,75.968,-1.971,-0.988,43.2,1.787,-2.41,119.169,0
99.444,27.206,63.269,40.105,0.307,58.786,-0.017,2.711,21.139,125.288,0.934,1.409,0,33.422,1.953,-2.539,31.225,2.095,0.168,27.343,-0.801,299.118,30.458,0.073,2.971,30.183,-0.233,0.576,60.64,0
79.459,7.867,53.088,25.559,1.884,221.52,-0.792,3.141,36.067,252.822,1.144,1.414,0.007,24.808,1.845,-2.364,28.37,1.796,0.777,22.144,0.462,329.739,92.466,-1.25,2.124,60.452,0.634,-1.141,199.644,0
100.933,26.698,64.355,134.113,1.21,117.401,0.176,1.92,72.997,250.779,3.313,1.293,0.346,21.028,-0.634,-1.012,69.674,-0.113,0.836,67.204,0.444,338.696,59.032,-1.341,-3.072,56.986,-0.131,-1.336,160.078,0
90.072,11.472,60.991,101.606,1.694,230.722,0.436,1.439,27.757,303.41,0.6,1.315,0.163,57.961,-1.635,-2.103,34.775,-2.215,-0.786,29.41,-1.147,348.338,127.179,-1.921,1.631,53.154,-0.227,-1.463,210.674,0
104.124,0.511,60.341,103.327,4.532,498.199,-4.929,2.175,1.839,171.74,2.174,1.01,0.947,21.008,0.014,-0.239,45.681,-0.985,1.694,63.085,1.684,147.179,58.385,-2.72,-1.752,46.665,1.812,-1.543,105.051,1
88.356,27.208,66.661,99.549,2.602,268.772,3.467,1.486,26.695,281.238,2.102,1.413,0.008,33.671,-0.266,1.105,70.76,-0.582,2.557,18.571,1.788,393.087,145.184,0.971,-1.304,31.622,3.572,1.761,176.806,0
102.118,7.777,68.665,64.641,3.263,250.639,-2.659,2.083,27.578,161.208,0.674,0.656,0.842,38.704,-0.858,-1.41,26.091,0.735,-0.067,23.341,0.249,214.555,56.635,1.69,1.674,39.779,-1.574,-2.198,96.414,0
125.406,57.999,82.424,43.511,2.613,307.098,-1.327,3.279,36.797,281.754,0.668,-1.363,0.141,41.68,0.064,2.913,27.862,-1.213,-0.35,30.365,2.636,322.191,105.299,1.923,-1.083,56.317,-0.69,2.116,212.213,1
128.112,0.828,85.259,122.007,3.932,586.317,-3.652,1.575,10.386,300.221,0.432,0.979,0.942,90.027,0.413,0.23,38.9,-0.017,-1.285,39.476,-1.306,370.387,111.215,-1.504,2.069,60.078,2.428,-2.463,171.293,1
75.867,25.008,53.052,117.15,1.543,97.722,1.242,1.408,5.755,214.232,3.068,1.402,0.241,22.124,0.359,-2.628,67.883,-0.436,2.493,38.555,2.987,197.617,91.927,-0.584,-0.189,32.298,-2.127,-0.589,124.225,0
95.775,1.944,47.442,101.001,0.44,21.506,0.374,1.947,23.146,140.501,1.252,1.041,0,24.983,1.034,0.833,31.279,0.516,2.71,73.681,2.669,176.831,43.59,-0.43,-0.596,40.65,-0.87,-0.457,84.239,0
130.823,2.554,79.513,104.3,2.769,254.999,0.07,1.986,1.162,210.357,0.615,1.076,0.968,48.218,-0.046,-2.408,29.664,-1.661,-1.252,44.002,-1.322,259.859,83.034,-0.025,1.918,49.441,-2.795,0.516,132.474,1
135.164,43.922,76.063,97.091,5.095,782.34,-4.617,2.121,2.083,205.03,0.76,1.41,0.839,46.95,-1.626,-2.909,35.696,-2.435,-0.948,50.241,-2.039,245.45,61.45,1.179,0.423,60.934,-3.915,1.744,122.384,1
139.777,10.147,102.19,109.857,6.89,1696.937,-11.82,2.085,0.326,197.416,1.742,1.401,0.98,31.693,2.304,2.582,55.216,0.275,3.06,25.327,2.788,150.118,66.067,-3.666,-0.385,44.439,3.224,-0.115,110.506,1
68.12,69.811,54.598,36.461,1.172,119.237,0.394,1.607,23.275,176.682,1.824,-1.037,0.993,24.458,0.456,-2.026,44.613,-0.81,-1.037,27.317,2.074,256.054,55.824,-0.273,3.029,51.788,-1.445,0.832,107.611,0
204.399,62.468,79.528,393.905,1.25,231.117,-0.334,1.151,168.646,580.688,0.761,0.85,0.162,76.207,-0.457,-1.648,57.978,0.606,-1.208,265.815,-1.717,708.709,151.133,-0.863,0.784,133.103,0.387,1.682,446.503,0
119.741,77.35,80.195,75.353,5.016,872.227,-5.84,2.314,1.771,236.064,0.864,1.114,0.943,46.595,-0.952,-2.565,40.274,-1.276,-0.273,46.968,-2.465,286.942,98.342,1.837,0.519,50.853,-3.179,2.772,149.194,1
123.863,55.088,76.94,146.378,2.636,340.695,2.205,1.901,58.427,349.779,1.881,0.028,0,25.494,0.06,-0.106,47.954,1.96,-0.152,87.56,0.726,396.526,128.108,-3.303,-2.928,59.042,-0.668,-0.789,276.332,0
131.491,51.052,70.91,92.113,1.511,204.629,-0.567,2.267,16.293,252.242,1.198,1.414,0.453,35.698,-0.623,0.14,42.776,-0.737,2.405,58.366,1.333,372.435,124.923,0.691,-1.716,48.844,-0.82,1.442,173.768,0
110.303,49.974,71.451,44.497,0.682,25.287,16.648,2.635,28.549,141.449,0.822,1.348,0,39.589,0.123,0.939,32.543,-0.383,-2.758,25.055,1.394,224.407,36.916,3.754,-1.259,32.4,4.435,-1.266,69.316,1
147.385,30.051,108.905,50.107,2.331,260.991,-1.234,2.879,3.224,270.049,1.869,-1.395,0.88,40.111,0.047,-0.628,74.986,-0.064,2.249,19.72,3.052,331.701,100.324,1.518,-1.041,54.627,-0.813,1.843,154.951,1
163.811,47.484,63.411,77.771,2.232,226.475,0.772,2.829,56.141,198.225,0.703,1.413,1,37.117,-1.94,-1.566,26.1,-1.419,1.937,67.583,3.139,145.213,78.368,-0.305,0.147,56.64,-2.536,-2.916,135.008,1
86.576,47.198,61.223,28.106,1.644,196.475,-0.206,2.581,2.412,204.979,1.625,0.834,0.001,22.174,0.334,1.632,36.023,1.418,-2.309,17.516,1.532,187.501,87.266,-1.507,-0.767,59.515,0.136,2.21,146.781,0
136.005,18.304,82.694,82.207,5.769,963.057,-8.111,2.504,26.233,174.569,0.896,1.413,0.585,29.935,0.566,2.757,26.813,-1.654,-2.368,34.672,-2.978,257.682,83.229,-2.427,-0.301,34.592,3.343,2.263,117.821,1
140.204,40.626,102.867,16.644,5.802,860.863,-8.078,3.054,10.894,197.608,1.436,-1.414,0.997,42.282,0.372,-2.924,60.731,0.733,0.109,10.579,1.968,226.707,50.495,-2.319,-1.674,44.1,3.483,2.042,94.595,1
147.348,26.582,108.873,34.494,4.684,491.194,-5.062,2.468,1.929,203.561,0.711,-1.065,0.56,63.095,0.239,-0.587,44.869,1.132,1.715,21.111,2.608,196.774,57.426,1.691,-1.8,38.171,-2.994,2.015,95.597,1
99.743,23.14,47.816,119.293,6.298,1411.558,-9.891,1.678,26.899,185.568,1.16,1.341,0.996,28.907,-0.946,3.098,33.534,-0.357,1.527,75.9,1.99,234.608,72.475,-3.304,-0.384,50.652,2.993,-1.644,123.128,1
96.462,32.32,76.009,130.873,1.984,297.963,0.235,1.063,20.777,430.421,0.753,-0.013,0.897,85.843,0.502,-2.629,64.6,0.777,2.628,15.45,1.554,448.881,196.628,0.112,0.082,47.887,2.096,-2.789,279.979,0
97.954,21.252,61.978,108.681,3.418,274.24,-2.921,1.544,11.698,228.766,0.837,1.378,1,47.022,-0.584,2.654,39.363,0.014,-2.205,44.051,-2.721,323.872,61.954,1.719,0.207,42.204,-1.699,0.565,142.381,1
86.773,21.029,36.087,177.922,2.709,331.53,-0.934,1.326,23.174,282.277,2.048,1.271,0.677,20.242,2.158,2.482,41.46,1.796,-2.526,126.928,-2.817,431.427,101.387,-0.406,0.655,76.969,2.304,-0.336,220.574,0
85.56,48.811,58.123,85.399,1.227,250.854,-0.234,1.535,42.974,361.679,1.216,1.095,0,37.869,1.919,3.01,46.044,2.076,-1.746,30.194,3.11,413.972,110.162,0.991,-1.067,102.961,-0.236,1.618,277.766,0
110.35,45.279,74.957,27.398,4.923,465.316,-5.77,2.899,3.016,152.085,0.932,1.392,0.91,37.642,0.36,-1.3,35.083,-0.218,1.541,17.601,-0.751,226.005,43.729,2.998,1.777,35.63,-1.925,-2.093,79.359,1
102.361,37.273,63.594,73.49,3.161,255.53,-2.324,2.266,1.606,174.377,1.667,1.411,0.972,25.849,-1.398,1.515,43.1,-0.683,-0.635,38.254,0.319,212.337,59.435,1.165,2.648,45.993,-1.996,-2.003,105.428,1
99.82,31.401,67.129,47.845,0.415,185.431,3.935,2.507,20.699,295.51,0.583,1.409,0,46.143,-0.813,-2.093,26.892,-0.654,1.689,19.477,-3.083,304.781,104.208,-1.787,0.488,78.471,-2.202,-2.518,222.475,0
340.103,91.702,146.927,126.191,4.623,622.287,-4.412,3.733,19.361,203.285,1.539,0.693,0.368,21.441,2.077,-2.871,33.005,-1.345,1.919,106.222,-2.593,334.833,116.205,-1.346,0.109,32.635,3.277,1.745,148.84,0
185.794,133.292,83.344,91.613,0.628,153.639,1.343,2.393,30.794,256.108,2.662,1.278,0.238,27.416,0.91,-2.039,72.97,0.824,0.352,82.137,-1.721,390.75,94.623,0.887,2.736,61.099,1.515,0.276,155.721,0
86.523,13.304,58.134,101.432,0.858,46.148,-0.012,1.494,29.41,217.348,1.409,1.262,0.946,35.832,-0.564,-3.067,50.489,-0.314,1.743,37.642,2.049,247.78,53.504,-0.844,-0.665,42.375,0.014,-0.569,131.028,0
99.815,23.311,62.708,32.802,1.315,452.022,2.419,2.415,95.585,554.298,0.778,-0.927,0.286,37.969,0.832,2.782,29.525,0.953,0.37,40.777,-0.315,641.912,228.966,1.031,-1.373,148.033,2.346,1.61,486.804,0
83.532,49.783,59.782,33.743,1.92,124.461,1.284,2.34,1.22,144.952,0.938,-0.459,0.73,30.775,-1.094,-1.916,28.876,-2.024,2.22,21.991,-1.235,202.218,47.09,-2.445,-0.048,38.211,-0.525,2.328,85.301,0
92.631,25.924,59.876,53.35,1.001,249.592,1.87,2.978,95.624,429.92,2.034,1.409,0.602,21.034,1.733,-0.537,42.775,1.813,2.441,33.051,1.737,600.952,164.197,1.957,-1.588,92.769,0.956,0.454,366.111,0
106.45,12.832,62.744,68.287,0.158,96.721,0.19,2.162,24.07,189.185,0.622,1.299,0,42.552,1.679,-1.444,26.453,0.904,0.573,37.671,0.164,303.393,78.089,-0.364,3.042,42.09,-0.522,1.071,120.179,1
117.322,83.437,93.465,114.838,5.458,714.48,-7.446,1.678,23.844,219.094,2.481,0.324,0.958,34.755,-1.857,-1.851,86.221,-0.599,-2.963,33.851,-1.198,218.685,63.83,-2.766,0.563,34.288,2.692,1.333,98.117,1
94.098,22.539,69.308,103.233,2.836,299.526,0.044,1.411,7.375,241.239,1.043,1.168,0.985,47.49,-0.542,2.027,49.515,-1.606,1.1,17.264,1.892,303.515,78.278,-0.015,-2.239,65.957,-2.852,-0.562,144.235,1
122.49,3.426,85.295,112.943,0.423,30.059,-0.026,2.376,26.758,227.934,3.413,1.069,0,23.895,-1.383,0.452,81.545,-2.015,2.743,45.342,2.686,315.277,90.306,0.348,-0.877,32.189,-0.075,-0.578,122.494,1
156.154,23.683,75.333,171.96,0.248,262.586,7.114,1.384,114.89,435.253,0.389,0.601,0,94.232,1.363,-0.652,36.699,1.151,-2.019,116.162,-2.384,470.347,191.612,2.546,1.497,112.709,2.794,-2.638,304.322,1
210.183,4.907,132.907,215.33,3.168,438.166,1.373,2.01,25.962,380,2.128,1.044,0.187,50.939,0.862,2.919,108.379,0.079,1.067,114.309,1.111,407.83,175.11,-0.386,-2.08,45.572,-3.555,-0.714,220.682,0
112.709,28.721,45.636,297.101,4.716,2171.284,-4.327,0.772,2.915,619.19,0.631,1.397,0.902,75.922,-0.582,0.977,47.901,-0.353,0.239,181.929,0.548,655.044,388.559,1.247,-2.714,106.807,-3.469,-0.067,495.367,1
120.433,41.545,84.144,185.381,6.022,1914.42,-9.056,1.317,16.808,351.635,0.342,0.92,0.862,108.878,-0.11,1.524,37.255,-1.055,2.441,52.104,1.459,379.941,143.364,3.118,-1.12,62.138,-2.905,-2.039,205.502,1
107.67,28.228,66.115,53.104,7.332,2497.181,-12.965,2.617,1.585,203.252,0.821,1.402,0.956,37.759,-0.144,-2.01,30.991,-0.091,0.606,38.229,-0.239,188.26,88.394,4.354,2.167,46.109,-2.977,-1.504,134.502,1
109.834,28.604,51.751,135.101,0.265,67.895,0.757,1.554,26.339,197.945,0.628,1.403,0,42.206,1.501,1.079,26.499,0.438,-0.055,76.602,0.591,245.201,77.802,-0.747,-2.243,51.437,-1.012,3.013,129.24,1
106.953,12.005,78.392,68.272,0.457,31.216,0.516,2.985,39.708,233.178,3.398,-1.355,0,21.314,-2.066,2.638,72.418,-2.002,-0.347,17.853,-0.682,346.735,67.595,0.525,2.7,38.858,0.983,2.387,139.446,1
74.187,45.697,47.476,110.205,0.517,381.249,4.426,1.427,5.027,453.133,0.89,1.146,0,36.955,1.496,0.594,32.874,0.829,-0.668,56.536,0.449,607.052,222.325,1.861,-2.169,160.979,2.378,1.489,383.303,0
107.371,5.864,53.135,320.902,0.206,94.078,0.339,1.101,4.049,448.862,3.549,1.054,0,26.052,-0.055,1.288,92.461,-0.681,0.382,211.207,0.424,543.878,254.346,0.488,-2.811,76.004,0.694,-2.233,330.35,0
110.031,35.786,87.635,200.64,0.434,107.96,-0.017,1.069,83.357,628.74,2.885,0.21,0.498,46.137,1.41,0.316,133.105,0.355,0.494,25.601,-0.129,736.857,173.12,-0.043,-2.167,77.632,0.391,-2.97,449.498,1
144.379,39.441,104.006,9.257,3.717,297.098,-3.407,3.161,2.507,174.204,1.153,-1.345,0.842,38.835,0.847,3.066,44.792,-0.556,0.233,8.871,-2.616,148.879,48.08,-1.643,-2.207,42.496,2.074,0.816,90.576,1
99.754,27.744,65.502,132.175,1.914,185.45,-0.908,1.367,28.829,283.381,1.049,1.278,0.994,45.584,0.946,-1.501,47.818,-0.164,-2.298,46.739,-1.702,299.465,123.919,0.865,1.788,35.734,-1.049,-0.158,189.979,0
107.61,68.665,58.458,225.752,2.728,267.158,-1.758,1.056,95.142,361.347,1.642,1.283,0.904,44.685,0.499,0.555,73.388,0.113,1.537,124.7,0.803,433.522,99.068,-1.684,-1.9,53.298,1.044,-1.738,243.274,1
498.624,99.746,132.265,131.049,3.916,385.846,-3.079,3.239,70.046,271.713,0.755,1.401,0.55,51.926,-1.258,-1.061,39.209,0.646,2.601,104.588,-1.897,277.953,70.805,1.089,1.03,42.833,-2.827,0.097,180.578,0
86.932,28.801,68.44,123.049,1.011,66.714,4.908,1.187,44.193,240.977,0.278,-0.277,0.04,110.825,2.1,-0.884,30.781,1.365,-1.817,14.781,2.984,306.694,53.234,1.767,2.642,46.136,2.778,1.824,99.37,0
175.897,100.903,94.095,69.049,2.129,284.388,-1.131,3.042,75.991,268.108,0.82,-1.383,0.997,51.239,0.456,-1.238,42.029,0.104,2.023,61.268,-0.904,188.47,90.568,1.112,-0.837,84.273,-1.017,2.347,174.841,0
135.056,65.123,95.406,83.365,2.635,268.062,-1.662,2.071,27.145,282.18,1.611,1.315,0.893,43.417,0.085,-3.066,69.94,-0.172,1.162,29.265,2.769,297.186,81.349,-1.046,-0.386,57.002,1.588,-2.738,168.822,1
128.348,11.843,101.24,116.619,3.716,426.722,-3.268,1.823,2.954,262.378,2.695,1.301,0.988,34.574,-1.802,-1.689,93.161,-0.638,-0.285,11.998,-0.641,225.92,71.627,1.428,2.008,63.015,-2.288,3.136,134.642,1
95.438,11.453,52.838,120.116,4.354,594.635,-4.703,1.675,45.361,240.518,1.658,1.2,1,25.488,-0.797,2.663,42.266,0.152,1.283,67.901,1.498,320.861,94.064,2.367,-2.381,48.262,-1.987,-0.815,172.765,0
84.748,36.007,60.162,6.796,0.858,185.566,1.669,2.944,30.242,226.833,1.463,-1.212,0.026,22.926,-1.415,2.426,33.539,-0.541,-0.385,9.691,2.861,261.641,93.366,-1.79,-0.783,77.002,-0.932,2.129,170.368,0
141.457,51.035,96.754,127.376,0.947,57.649,0.357,2.192,26.969,238.539,2.516,1.414,0.701,28.818,-0.894,1.726,72.498,0.48,0.018,56.044,0.842,269.45,54.557,1.236,-2.745,51.491,0.289,-2.62,137.224,0
123.714,0.785,76.539,15.45,4.934,613.352,-5.037,2.928,4.699,180.643,0.718,1.105,0.169,44.675,-1.887,2.806,32.078,-2.264,-0.574,22.01,-0.603,263.133,57.688,3.492,1.462,46.201,-1.442,-1.864,103.89,0
120.391,4.766,69.147,114.606,1.234,82.548,-0.358,2.406,20.169,183.018,2.351,1.089,0.67,22.614,1.053,0.713,53.168,0.241,-1.552,73.784,-1.476,226.724,75.817,0.468,2.041,31.419,-0.766,0.971,107.237,1
87.197,4.312,58.212,27.109,0.496,71.766,3.326,2.702,33.419,134.057,1.175,1.252,0,26.528,-1.747,0.862,31.16,-1.167,-2.782,14.499,-2.985,252.354,45.339,1.593,-0.625,31.03,2.088,-2.899,76.369,1
127.794,61.826,76.489,41.057,1.28,80.582,4.681,2.659,2.776,154.63,1.444,1.385,0.177,32.679,-1.575,-2.434,47.179,-1.413,0.221,28.173,-1.803,136.572,41.959,-1.616,2.725,32.813,-2.896,0.815,74.772,0
85.042,59.781,67.356,68.325,1.816,93.593,2.24,1.732,20.057,169.292,3.257,-0.81,0.308,21.427,0.47,-0.733,69.791,-0.766,0.481,12.901,-2.486,307.96,45.641,-0.843,-2.19,32.433,-2.659,2.833,78.074,0
101.14,0.162,61.004,50.983,2.142,279.609,-1.147,3.127,46.232,278.13,1.569,0.983,0.484,20.367,2.171,-1.327,31.956,0.917,1.536,38.327,1.541,317.045,96.168,-1.067,-2.681,84.838,1.075,-0.664,225.808,0
115.776,36.633,70.734,123.09,0.162,32.84,2.232,1.694,13.376,239.249,0.594,1.308,0.111,54.815,0.252,-2.589,32.546,1.376,2.427,51.623,-2.929,300.294,79.435,1.415,0.216,38.713,1.577,-0.267,151.888,1
107.743,73.431,53.107,36.679,3.699,302.821,-3.304,2.935,16.919,146.185,1.419,1.092,0.495,21.945,-1.632,-0.386,31.14,-1.209,2.519,44.041,-0.361,208.416,47.375,-1.509,-1.817,45.725,2.19,1.773,93.1,0
71.254,17.002,52.162,89.021,0.301,27.157,1.93,1.257,1.187,179.534,0.799,1.411,0,49.582,-0.738,0.112,39.619,-0.673,1.367,16.596,0.692,168.966,49.954,-1.247,-2.28,40.38,-1.548,-2.695,90.333,0
141.189,15.905,79.558,193.414,2.849,349.833,-0.687,1.276,0.736,381.965,0.371,1.268,0.647,109.482,-0.089,0.482,40.596,-0.218,1.752,76.648,1.466,346.616,197.02,-2.583,-1.924,34.867,0.266,2.576,231.887,1
70.623,2.51,39.777,266.046,1.427,185.166,4.388,0.893,99.615,365.771,5.114,1.028,0.01,20.084,0.297,2.564,102.72,0.676,1.755,148.913,1.776,550.451,105.116,2.926,-1.822,89.428,1.499,-0.73,242.968,0
133.727,56.708,68.161,282.889,0.664,91.215,0.02,1.159,96.355,366.021,0.348,1.195,0.019,101.462,0.38,0.41,35.26,-0.298,1.35,157.522,0.569,488.4,140.619,0.694,-2.743,54.755,0.03,-2.072,229.298,1
77.94,45.068,52.998,31.335,0.526,118.355,0.081,2.441,43.465,211.354,1.085,0.886,0.236,26.363,-1.215,0.072,28.6,-0.704,2.459,20.016,0.003,215.109,71.692,-0.125,-1.782,47.241,-0.651,0.836,156.39,0
161.593,23.063,110.795,53.307,4.554,825.332,-3.544,2.629,11.667,284.87,0.597,1.406,0.673,70.129,-0.873,2.176,41.879,-0.151,-1.579,15.624,-2.514,342.733,107.844,-0.996,0.05,65.018,3.558,-2.802,172.863,1
108.77,37.388,73.934,14.142,1.429,158.862,-0.51,2.951,21.793,286.088,1.145,1.403,0.03,34.507,-1.577,-1.793,39.506,-1.358,1.548,10.326,-2.371,407.767,69.87,0.694,-0.659,57.784,-0.735,1.953,212.075,0
88.044,26.952,58.062,40.97,6.54,1439.538,-10.325,2.043,71.713,180.882,0.748,-0.496,0.999,38.454,-0.214,2.9,28.749,-0.708,-1.4,39.769,-0.581,155.56,72.182,2.663,0.393,41.497,-3.877,1.607,113.679,1
116.736,21.921,71.989,102.642,3.396,336.546,-2.115,2.129,11.504,217.641,1.69,1.308,0.273,28.857,0.069,-0.339,48.761,1.059,1.546,54.668,1.118,352.125,103.199,0.822,-1.717,36.824,-2.574,3.079,140.023,1
105.498,32.175,59.36,113.747,0.699,107.779,2.848,1.631,29.331,246.807,0.829,1.411,0.004,44.066,-1.312,-1.327,36.537,-0.895,-2.903,57.043,-2.183,273.086,77.104,-2.073,1.911,57.882,-1.374,0.329,166.204,0
123.051,42.464,97.678,198.725,4.594,1392.307,-4.958,1.103,47.431,586.318,0.254,-0.172,1,177.297,1.302,2.408,45.113,0.605,-3.02,23.897,-1.614,703.239,299.681,-1.734,-0.393,64.227,2.86,-3.046,363.908,1
182.358,57.238,105.685,29.433,0.102,102.209,0.005,3.899,12.232,157.586,1.243,0.715,0,22.01,-1.145,-0.346,27.362,1.669,-3.045,30.883,-0.256,191.415,70.453,-0.14,2.148,37.76,-0.038,-1.481,108.214,0
295.153,89.481,256.029,44.669,3.321,292.205,-2.715,3.733,29.19,219.987,0.583,-1.377,0.102,68.932,0.819,-0.88,40.219,-2.303,1.168,55.575,-2.631,336,68.748,-1.456,0.524,42.088,1.864,3.035,110.836,0
230.473,29.536,166.765,38.449,3.956,605.279,-3.661,3.552,31.048,237.291,0.749,-1.393,0.665,39.732,-2.389,-0.381,29.742,0.762,1.258,9.543,-2.888,422.417,99.241,1.477,-1.886,68.575,-2.479,2.005,167.816,0
76.501,11.715,57.9,59.234,2.865,158.979,-1.302,1.684,4.853,152.955,1.813,-0.08,0.241,27.221,-1.639,-1.514,49.349,-0.843,-0.03,3.749,0.861,200.556,44.353,-0.566,-2.928,32.032,2.298,1.799,76.386,0
132.309,16.834,85.196,59.758,0.431,26.251,11.698,2.725,10.793,130.486,1.078,1.339,0,32.743,-0.666,2.537,35.288,-2.248,0.318,31.495,0.829,233.15,31.549,-3.211,-1.552,30.905,-3.643,-2.204,62.455,0
144.616,76.876,89.646,19.761,3.665,220.164,-2.872,3.198,18.74,148.625,1.525,-1.41,0.191,31.317,0.54,-2.688,47.757,1.661,0.599,34.607,-1.879,211.656,38.237,1.136,1.261,31.314,-2.529,-2.83,69.551,1
82.165,56.768,50.33,147.603,0.466,49.908,0.198,1.328,26.1,248.138,0.45,0.977,0.919,60.52,0.326,1.922,27.224,0.57,0.617,77.918,1.945,331.097,106.66,0.269,-1.471,53.735,0.735,-1.667,160.394,0
90.38,21.991,45.18,145.786,0.596,78.931,3.531,1.493,1.842,223.24,1.701,1.299,0,24.856,-0.172,0.229,42.286,0.358,-1.166,93.42,-0.815,228.912,82.968,2.201,2.022,73.129,1.605,2.797,156.097,1
98.724,19.139,68.477,73.754,4.561,975.796,-5.119,1.625,71.501,367.827,0.438,0.153,0.747,70.749,-1.222,-1.348,30.989,-0.945,0.253,27.754,0.918,496.031,109.044,2.566,0.448,89.447,-1.995,-3.085,266.09,0
76.554,4.319,50.099,42.596,0.91,212.282,0.671,2.425,37.153,281.284,1.566,0.694,0.148,21.243,-0.544,-2.603,33.271,-0.308,-0.189,24.164,-0.037,328.884,98.948,-0.482,2.75,90.608,-1.392,-0.56,226.77,1
107.481,62.241,60.403,194.479,0.775,62.806,1.691,1.306,56.947,289.909,0.341,1.067,0.001,85.089,0.333,2.218,29.036,0.289,-2.76,98.89,2.284,317.203,73.84,1.744,-0.853,71.533,0.97,-0.977,175.784,0
99.241,19.859,53.838,129.985,0.333,147.126,0.92,1.443,0.313,273.478,0.525,1.399,0.029,52.699,2.151,-1.015,27.66,1.286,0.14,62.725,-0.341,258.102,151.637,1.14,2.39,41.483,0.807,-1.653,193.12,0
35.203,29.91,24.09,52.075,2.872,341.246,-1.779,0.99,27.209,302.524,1.481,-0.051,0.237,20.548,1.579,-2.619,30.441,1.192,2.753,23.441,1.565,415.348,84.447,-1.967,-2.03,70.711,0.905,0.505,251.534,0
120.732,36.245,84.742,75.238,1.441,111.802,-0.509,2.13,4.327,196.258,0.677,1.298,0,53.175,0.896,-1.569,36.002,1.937,0.289,20.669,-1.164,289.906,75.505,-0.817,1.778,31.576,0.623,-2.599,107.081,1
109.336,71.458,63.338,67.804,0.37,40.722,1.908,1.97,5.677,158.498,1.85,0.963,0.245,27.093,1.743,0.371,50.124,1.174,-1.516,37.95,0.404,196.373,43.712,1.209,2.359,37.569,1.579,-3.037,81.28,0
117.609,17.076,84.096,73.319,0.608,34.755,1.461,2.019,0.855,173.54,0.662,1.387,0.03,58.66,-1.324,-1.437,38.832,-0.677,2.934,16.812,-2.668,193.253,42.719,-1.55,0.659,33.33,-0.942,1.203,76.048,0
